Anr;EAN;Lief;Artikel;Land;IK;V1;V2;MWSt;VK1;eVK;Staffel1;EK-Staffel1;Staffel2;EK-Staffel2;Grundpreis-Einheit;Grundpreis-Faktor
2810;;NPG;Folienbeutel für Sauerkraut;D;##;1;100 St;2;3,5;;;;;;1 St;0,01
10871;;BOA;Obsthof Augustin Apfelplakat;;;1;St;2;0;;;;;;;1
43108;;scm;2x6er BID Eier-Pappe KVP;D;;1;59 St;2;12,12;;;;;;1St;0,017
43117;;scm;10er BID Eier-Pappe KVP;D;;1;59 St;2;10,1;;;;;;1St;0,017
46018;4032103000416;sgg;Ef_Eierlikör;D;DB;1;350ml;2;11,9;19,9;;;;;100ml;0,285
46019;4032103000409;GKR;Ef_Roggenkorn;D;DB;1;350ml;2;10,5;17,9;;;;;100ml;0,285
47786;4260178739515;PVB;Minzglück Grüner Smoothie;D;C%;6;240ml;2;1,63;2,69;;;;;;1
47787;4260178739522;PVB;Powerbeete Grüner Smoothie;D;C%;6;240ml;2;1,63;2,69;;;;;;1
47791;4260178730017;PVB;Kreuzbeere-Smoothie Proviant;D;C%;6;240ml;2;1,43;2,39;;;;;100ml;0,417
47793;4260178730024;PVB;Mango-Maracuja-Smoothie Prov.;D;C%;6;240ml;2;1,43;2,39;;;;;100ml;0,417
47795;4260178730031;PVB;Erdbeer-Banane-Smoothie Prov.;D;C%;6;240ml;2;1,43;2,39;;;;;100ml;0,417
47796;4260178730147;PVB;Grüner Smoothie Spinatheld;D;C%;6;240ml;2;1,63;2,69;;;;;1L;4,347
47797;4260178730048;PVB;Treibstoff-Smoothie Proviant;D;C%;6;240ml;2;1,63;2,69;;;;;100ml;0,417
47798;4260178730055;PVB;Kraftpaket-Smoothie Proviant;D;C%;6;240ml;2;1,63;2,69;;;;;100ml;0,417
47799;4260178730062;PVB;Grashüpfer-Smoothie Proviant;D;C%;6;240ml;2;1,63;2,69;;;;;100ml;0,417
47808;4260178730086;PVB;Pfirsich-Maracuja Smoothie;D;C%;6;240ml;2;1,43;2,39;;;;;100ml;0,417
47810;4260178730093;PVB;Liebesgruß Smoothie;D;C%;6;240ml;2;1,63;2,69;;;;;100ml;0,417
49065;4020713195301;NPG;Käsefolie (4 x 30cm x 300m);D;;1;Karton;2;17,49;;;;;;;1
50115;;ISK;Holl.Käsemesser 38cm Kunstst.;D;;1;St;2;82,9;;;;;;;1
50120;;ISK;VB Weichkäsemesser, weiß 21cm;D;;1;St;2;28,9;;;;;;;1
50125;;ISK;Briemesser 14cm  Weiß;D;;1;St;2;14,9;;;;;;;1
50126;;ISK;Briemesser 14cm  Schwarz;D;;1;St;2;14,9;;;;;;;1
50127;;ISK;Briemesser 14cm  Rot;D;;1;St;2;14,9;;;;;;;1
50128;;ISK;Briemesser 14cm  Blau;D;;1;St;2;14,9;;;;;;;1
50135;;ISK;Käsemesser, Kullenschliff 26cm;D;;1;St;2;43,9;;;;;;;1
50140;;ISK;Käsemesser, Kullenschliff 29cm;D;;1;St;2;47,9;;;;;;;1
50145;;ISK;Messer,Kullenschl.2Griffe 30cm;D;;1;St;2;69,9;;;;;;;1
50155;;ISK;Frischkäsespatel 26cm  schwarz;D;;1;St;2;2,98;;;;;;;1
50170;8713638005157;ISK;Roquefortbogen 24cm;D;;1;St;2;19,9;;;;;;;1
50175;;ISK;Ersatzdraht für Roquefortbogen;D;;1;St;2;1,38;;;;;;;1
50185;;ISK;VB Käsedraht mit 2 Griffen;D;;1;St;2;18,9;;;;;;;1
50195;;ISK;Folien Abroller 30cm;D;;1;St;2;34,9;;;;;;;1
50200;;ISK;Paperlike 2 Rollen 30cm, 500m;D;;1;Karton;2;68;;;;;;;1
50220;;ISK;Dachaufsteller 92 x 65 x 1,5mm;D;;1;St;2;0,79;;;;;;;1
50230;4011432032923;vkf;Sign Clip Preishalter;D;;10;St;2;2,98;;;;;;;1
50231;4011432031902;vkf;Sign Clip Preishalter 50mmStab;D;;10;St;2;2,48;;;;;;;1
50233;4011432980231;vkf;Sign Clip Preishalter 100mm;D;;10;St;2;3,78;;;;;;;1
50240;;ISK;Auslagetablett 30 x 15 x 1,7cm;D;;1;St;2;4,49;;;;;;;1
50245;;ISK;Auslagetablett 30 x 19 x 1,7cm;D;;1;St;2;5,49;;;;;;;1
50250;;ISK;Marinadeschale 30 x 19 x 9cm;D;;1;St;2;11,9;;;;;;;1
50265;;ISK;Marinadeschale 15 x 19 x 9cm;D;;1;St;2;7,9;;;;;;;1
50285;;ISK;VB Feinkostlöffel schwarz;D;;1;St;2;2,49;;;;;;;1
50290;;ISK;VB Abtropflöffel,schwarz 240mm;D;;1;St;2;2,49;;;;;;;1
50295;;ISK;VB Feinkostzange, schwarz;D;;1;St;2;5,9;;;;;;;1
50296;;ISK;Scheibengreifer, Kunststoff;D;;1;St;2;0,98;;;;;;;1
50300;;ISK;Schneideplatte, weiß 50x25x2cm;D;;1;St;2;22,98;;;;;;;1
50301;;ISK;Schneidepl. schw./weiß 50x25x2;D;;1;St;2;22,98;;;;;;;1
50302;;ISK;Schneidepl. Schw./weiß 44x32x2;D;;1;St;2;25,98;;;;;;;1
50310;;ISK;Schneideplatte, weiß 44x32x2cm;D;;1;St;2;25,98;;;;;;;1
50313;4026913921184;ÖMA;Käseschmelzer;D;;1;St;2;11,99;14,99;;;;;;1
50323;4026913445062;ÖMA;Kreuzbodenbeutel Papier ÖMA;D;;1;1000 St;2;21,9;;;;;;1St;0,001
50328;;ÖMA;Käsefolie (4 x 30cm x 300m);D;;1;Karton;2;29;;;;;;;1
50330;;div;Gittermatte (Käse) 0,5m Breite;D;;1;lfd. Meter;2;9,9;;;;;;;1
50550;;ISK;Fleur Crock Schale blau/weiß;GB;;1;St;2;18,78;;;;;;;1
50558;;ISK;VB Inlett für Fleur Crock Sch.;GB;;1;St;2;10,9;;;;;;;1
50563;;CES;VB Schöpflöffel schwarz;D;;1;St;2;3,2;;;;;;;1
50564;;CES;VB Porzellansch. quadr. 15x15;D;;1;St;2;18,5;;;;;;;1
50565;;CES;VB Porzellanschale quadrat.;D;;1;St;2;14,2;;;;;;;1
50566;;CES;VB Porzellanschale quadrat.;D;;1;St;2;17,5;;;;;;;1
50568;;CES;VB Holzkübel ohne Henkel;D;;1;St;2;54,5;;;;;;;1
50569;;CES;VB Kübeleinsatz aus Edelstahl;D;;1;St;2;10,9;;;;;;;1
74018;4260106873953;FLF;Ef_Premium Bio Edel-Kakaobohnen;D;EG;6;90g;2;2,15;3,99;;;;;100g;1,111
74054;4260106873274;FLF;Ef_VB Edel-Kakaoprodukte Thekendi;D;C%;1;Display;2;49,95;;;;;;;1
74059;4260106873380;FLF;Ef_Edel-Kakaobutter;PE;EG;10;85g;2;2,14;3,99;;;;;100g;1,176
74077;4260106871683;FLF;Premium Bio Edel-Kakaostücke;D;EG;6;100g;2;2,1;3,49;;;;;;1
74680;4019586111112;obn;Ef_Bio-Apfelsaft Streuobst 1l;D;EG;6;1,0l;2;1,35;2,29;48;1,31;;;;1
74944;4003488000100;KAN;Original Kanne Brottrunk;D;C%;6;0,75l;2;2;3,49;;;;;1l;1,333
75000;42201854;LEA;LemonAid Limette;D;C%;20;0,33l;2;1,04;1,89;;;;;1l;3,03
75002;42227281;LEA;LemonAid Maracuja;D;C%;20;0,33l;2;1,04;1,89;;;;;1l;3,03
75004;42254317;LEA;Ef_LemonAid Blutorange;D;C%;20;0,33l;2;1,04;1,89;;;;;1l;3,03
75010;42201885;CHT;Ef_ChariTea Red;D;C%;20;0,33l;2;1,04;1,89;;;;;1l;3,03
75012;42201861;CHT;Ef_ChariTea Black;D;C%;20;0,33l;2;1,04;1,89;;;;;1l;3,03
75014;42201878;CHT;Ef_ChariTea Green;D;C%;20;0,33l;2;1,04;1,89;;;;;1l;3,03
75016;42254300;CHT;Ef_ChariTea Mate;D;C%;20;0,33l;2;1,04;1,89;;;;;1l;3,03
75020;4030766003959;ail;Ef_Iced Tea Zitrone-Minze;D;C%;24;0,33l;2;0,99;1,69;;;;;1l;3,03
75022;4030766003966;ail;Ef_Iced Tea Pfirsich-Mango;D;C%;24;0,33l;2;0,99;1,69;;;;;1l;3,03
75096;4260313280018;STR;Sojadrink Natur+Calcium BIOLAN;D;DB;10;1l;2;1,49;2,49;;;;;;1
75098;4260313280056;STR;Ef_Sojadrink Vanille+Calc. BIOLAN;D;DB;10;1l;2;1,66;2,69;;;;;;1
75099;4260313280070;STR;Sojadrink Natur Pur BIOLAND;D;DB;10;1l;2;1,46;2,39;;;;;;1
75105;4260313280100;STR;Hafer-Drink Natur Pur BIOLAND;D;DB;10;1l;2;1,5;2,59;;;;;;1
75107;4260313280124;STR;Ef_Dinkel Drink Natur Pur;D;DB;10;1l;2;1,63;2,59;;;;;;1
75108;4260313280360;STR;Ef_Buchweizendrink;D;DB;10;1l;2;1,84;2,89;;;;;;1
75116;4260313280186;SOP;Ef_Soypresso Medium;D;C%;12;230ml;2;1,12;1,89;;;;;100ml;0,434
75127;4260313281008;SOC;Ef_SOCAS Protein Flakes;D;EG;4;250g;2;4,67;9,95;;;;;100g;0,4
75254;4260213391623;GOE;Kokoswasser 330ml;D;C%;12;330ml;2;1,55;2,59;;;;;100ml;0,303
75256;4260213391630;GOE;Kokoswasser 1l;D;C%;12;1l;2;3,05;4,99;;;;;;1
75300;4260171050457;KUL;KULAU Bio-Kokoswasser PURE;D;EG;12;0,33l;2;1,43;2,29;;;;;1l;3,03
75315;4260171050655;KUL;KULAU Bio-Kokoswasser PURE 1l;D;EG;12;1l;2;3,11;4,99;;;;;;1
75352;5411788041164;LIM;Ef_Reisdrink Haselnuss-Mandel;B;EG;12;1l;2;2,12;3,39;;;;;;1
75530;8428532230061;EMI;Ef_Mandel Drink ungesüßt;E;C%;6;1l;2;1,96;3,29;;;;;;1
75532;8428532200019;EMI;Ef_Mandel Drink Original;E;C%;6;1l;2;2,05;3,49;;;;;;1
75534;8428532210100;EMI;Ef_Mandel Drink Vanille;E;C%;6;1l;2;1,85;3,19;;;;;;1
75536;8428532210124;EMI;Ef_Mandel Drink Kakao;E;C%;6;1l;2;1,95;3,29;;;;;;1
75540;8428532121437;EMI;Ef_Kokos Drink ungesüßt;E;C%;6;1l;2;1,9;3,19;;;;;;1
75542;8428532230290;EMI;Ef_Kokos-Mandel Drink ungesüßt;E;C%;6;1l;2;2,08;3,49;;;;;;1
75544;8428532192260;EMI;Ef_Kokos Drink Kakao;E;C%;6;1l;2;1,83;3,49;;;;;;1
75548;8428532230146;EMI;Ef_Haselnuss Drink ungesüßt;E;C%;6;1l;2;2,05;3,49;;;;;;1
75550;8428532230115;EMI;Ef_Hanf Drink ungesüßt;E;C%;6;1l;2;1,9;3,19;;;;;;1
75554;8428532192376;EMI;Ef_Cashew Cuisine;E;C%;24;200ml;2;0,92;1,69;;;;;100ml;0,5
75556;8428532230047;EMI;Ef_Mandel Cuisine;E;C%;24;200ml;2;0,92;1,49;;;;;100ml;0,5
75558;8428532230092;EMI;Ef_Kokos Cuisine;E;C%;24;200ml;2;1,02;1,69;;;;;100ml;0,5
75720;4005394116265;BVE;Zitronensäure;D;##;20;10g;2;0,45;0,79;;;;;100g;10
75732;4005394116487;BVE;Pottasche;D;##;20;20g;2;0,6;0,99;;;;;100g;5
75735;4005394161081;BVE;Guarkernmehl BindeFIX;D;EG;3;100g;2;2,39;3,99;;;;;;1
75738;4005394181034;BVE;Johannisbrotkernmehl BindeFIX;D;EG;6;100g;2;3,69;5,99;;;;;;1
75739;4005394151013;BVE;Agar Agar GelierFIX 30g;D;EG;15;30g;2;2;3,49;;;;;100g;3,333
75740;4005394151105;BVE;Agar Agar GelierFIX;D;EG;3;100g;2;5,84;9,99;;;;;;1
75745;4005394172018;BVE;Pfeilwurzmehl BindeFIX Backen;D;EG;4;200g;2;3,09;4,99;;;;;100g;0,5
75760;4005394991022;BVE;Gemüsebürste;D;;1;St;2;1,78;;;;;;;1
76000;4007547101012;SNT;Waschmittel Pulver Konz. 1,2kg;D;WP;4;1,2kg;2;4,96;7,98;;;;;1kg;0,833
76002;4007547100916;SNT;Waschmittel Pulver Konz. 2,4kg;D;WP;4;2,4kg;2;7,7;12,49;;;;;1kg;0,416
76004;4007547101104;SNT;Waschmittel Pulver Konz. 10kg;D;WP;1;10kg;2;24,75;39,98;;;;;1kg;0,1
76006;4007547101401;SNT;Waschmittel Pulver Konzen. 10k;D;WP;1;10kg;2;28;44,78;;;;;1kg;0,1
76007;4007547102200;SNT;Waschpulver Color Sensitiv;D;WP;4;1,2kg;2;5,61;8,98;;;;;1kg;0,833
76008;4007547102002;SNT;VB Waschverstärker 10kg;D;WP;1;10kg;2;15,48;23,98;;;;;1kg;0,1
76010;4007547501201;SNT;VB Waschmittel flüssig 120ml;D;WP;15;120ml;2;0,63;0,98;;;;;100ml;0,833
76012;4007547501003;SNT;Waschmittel flüssig 2l Lavende;D;WP;6;2l;2;5,85;9,49;;;;;1l;0,5
76014;4007547501409;SNT;Waschmittel flüssig 5l Lavende;D;WP;1;5l;2;12,5;19,98;;;;;1l;0,2
76016;4007547501102;SNT;Waschmittel flüssig 10l Lavend;D;WP;1;10l;2;23,13;36,98;;;;;1l;0,1
76019;4007547500907;SNT;Waschmittel flüssig 20l Lavend;D;WP;1;20l;2;44,38;;;;;;1l;0,05
76022;4007547504202;SNT;VB Waschmittel color 120ml Min;D;WP;15;120ml;2;0,63;0,98;;;;;100ml;0,833
76024;4007547504004;SNT;Waschmittel color 1,5l Mint&Le;D;WP;6;1,5l;2;4,55;7,49;;;;;1l;0,666
76026;4007547504400;SNT;Waschmittel color 5l Mint&Lemo;D;WP;1;5l;2;12,5;19,98;;;;;1l;0,2
76028;4007547504103;SNT;Waschmittel color 10l Mint&Lem;D;WP;1;10l;2;22,51;35,98;;;;;1l;0,1
76031;4007547504509;SNT;Waschmittel color 20l Mint&Lem;D;WP;1;20l;2;41,5;;;;;;1l;0,05
76034;4007547305205;SNT;VB Oliven Waschmittel 120ml;D;WP;15;120ml;2;0,63;0,98;;;;;100ml;0,833
76036;4007547305007;SNT;Oliven Waschmittel 1l;D;WP;6;1l;2;3,74;5,98;;;;;;1
76038;4007547305106;SNT;Oliven Waschmittel 10l;D;WP;1;10l;2;29,38;46,98;;;;;1l;0,1
76041;4007547305502;SNT;VB Oliven Waschmittel 20l;D;WP;1;20l;2;55,63;;;;;;1l;0,05
76042;4007547502000;SNT;Wollkur 300ml;D;WP;6;300ml;2;3,74;5,98;;;;;1l;3,333
76044;4007547306004;SNT;Wäschespüler 1l;D;WP;6;1l;2;2,35;3,79;;;;;;1
76046;4007547306103;SNT;Wäschespüler 10l;D;WP;1;10l;2;18,75;29,98;;;;;1l;0,1
76050;4007547102910;SNT;Enthärter 500g;D;WP;4;500g;2;2,12;3,38;;;;;1kg;2
76052;4007547102712;SNT;Enthärter;D;WP;4;1kg;2;3,05;4,99;;;;;;1
76056;4007547103108;SNT;VB Enthärter 5kg;D;WP;1;5kg;2;12,38;19,8;;;;;1kg;0,2
76058;4007547104204;SNT;VB Bleichkomplex 60ml;D;WP;12;60ml;2;0,31;0,48;;;;;100ml;1,666
76060;4007547103917;SNT;Bleichkomplex 450g;D;WP;4;450g;2;1,86;2,98;;;;;1kg;2,222
76062;4007547103719;SNT;Bleichkomplex 900g;D;WP;4;900g;2;2,72;4,49;;;;;1kg;1,111
76064;4007547104105;SNT;VB Bleichkomplex 5kg;D;WP;1;5kg;2;11,25;17,98;;;;;1kg;0,2
76066;4007547201002;SNT;Gallseife Stücke 100g;D;WP;12;100g;2;0,94;1,48;;;;;;1
76070;4007547203006;SNT;Gallseife flüssig 300ml;D;WP;6;300ml;2;2,31;3,68;;;;;1l;3,333
76072;4007547203204;SNT;Gallseife flüssig 1l;D;WP;6;1l;2;5,31;8,48;;;;;;1
76077;4007547200005;SNT;Fleckenspray 0,1l;D;NK;6;100ml;2;1,73;2,78;;;;;;1
76078;4007547501607;SNT;VB Waschmittel fl. Sensitiv;D;WP;15;120ml;2;0,63;0,98;;;;;100ml;0,833
76080;4007547501508;SNT;Waschmittel fl. SENSITIV 2l;D;WP;6;2l;2;5,85;9,49;;;;;1l;0,5
76082;4007547501706;SNT;Waschmittel fl. Sensitiv 10l;D;WP;1;10l;2;23,13;36,98;;;;;1l;0,1
76085;4007547502307;SNT;Waschm. fl. Sensitiv 20l;D;WP;1;20l;2;44,38;;;;;;1l;0,05
76086;4007547305403;SNT;Oliven Waschmittel Sensitiv 1l;D;NK;6;1l;2;3,74;5,98;;;;;;1
76088;4007547301900;SNT;Handseife Sensitiv 300ml;D;NK;6;300ml;2;2,84;4,48;;;;;1l;3,333
76089;4007547301405;SNT;VB Handseife Sensitiv 10l;D;WP;1;10l;2;47,42;;;;;;1l;3,333
76090;4007547301801;SNT;Handseife Sensitiv 1l;D;NK;6;1l;2;5,65;8,98;;;;;;1
76091;4007547306400;SNT;Geschirrspülmittel Calendula;D;WP;6;300ml;2;1,25;1,98;;;;;1l;3,333
76093;4007547306509;SNT;Geschirrspülmittel Calendula;D;WP;6;1l;2;2,42;3,89;;;;;;1
76095;4007547306707;SNT;Geschirrspülmittel Sensitiv;D;WP;6;300ml;2;1,25;1,98;;;;;1l;3,333
76096;4007547306806;SNT;Geschirrspülmittel Sensitiv 1l;D;WP;6;1l;2;2,3;3,79;;;;;;1
76097;4007547306608;SNT;VB Geschirrspülmittel Calendul;D;WP;1;10l;2;19,75;31,6;;;;;1l;0,1
76098;4007547306905;SNT;Geschirrspülmittel Sensitiv;D;WP;1;10l;2;18,13;28,98;;;;;1l;0,1
76099;4007547304604;SNT;Universalreiniger Sensitiv;D;WP;6;0,5l;2;1,92;3,19;;;;;1l;2
76100;4007547202115;SNT;Kernseife 100g;D;NK;28;100g;2;0,5;0,78;;;;;;1
76104;4007547302402;SNT;Handseife Citrus 300ml;D;NK;6;300ml;2;2,84;4,48;;;;;1l;3,333
76106;4007547302501;SNT;Handseife Citrus 1l;D;NK;6;1l;2;5,65;8,98;;;;;;1
76108;4007547302600;SNT;VB Handseife Citrus 10l;D;NK;1;10l;2;47,42;75,78;;;;;1l;0,1
76110;4007547302709;SNT;Handseife Lavendel 300ml;D;NK;6;300ml;2;2,84;4,48;;;;;1l;3,333
76112;4007547302808;SNT;Handseife Lavendel 1l;D;NK;6;1l;2;5,65;8,98;;;;;;1
76114;4007547302907;SNT;VB Handseife Lavendel 10l;D;NK;1;10l;2;47,42;75,78;;;;;1l;0,1
76116;4007547206007;SNT;Handseife Rosmarin 300ml;D;NK;6;300ml;2;2,84;4,48;;;;;1l;3,333
76118;4007547206106;SNT;Handseife Rosmarin 1l;D;NK;6;1l;2;5,65;8,98;;;;;;1
76120;4007547206205;SNT;VB Handseife Rosmarin 10l;D;NK;1;10l;2;47,42;75,78;;;;;1l;0,1
76122;4007547205000;SNT;Handseife Rose 300ml;D;NK;6;300ml;2;3,18;4,98;;;;;1l;3,333
76124;4007547205109;SNT;Handseife Rose 1l;D;NK;6;1l;2;6,38;9,98;;;;;;1
76126;4007547205208;SNT;VB Handseife Rose 10l;D;NK;1;10l;2;53;84,78;;;;;1l;0,1
76128;4007547205406;SNT;Handseife 7 Kräuter 300ml;D;NK;6;300ml;2;3,18;4,98;;;;;1l;3,333
76130;4007547205505;SNT;Handseife 7 Kräuter 1l;D;NK;6;1l;2;6,38;9,98;;;;;;1
76132;4007547304109;SNT;Allesreiniger 0,5l;D;WP;6;0,5l;2;1,88;2,98;;;;;1l;2
76134;4007547304000;SNT;Allesreiniger 1l;D;WP;6;1l;2;2,66;4,29;;;;;;1
76136;4007547304208;SNT;VB Allesreiniger 10l;D;WP;1;10l;2;20,63;32,98;;;;;1l;0,1
76139;4007547304505;SNT;VB Allesreiniger 20l;D;WP;1;20l;2;40,5;;;;;;1l;0,05
76140;4007547405400;SNT;VB Orangen Kraftreiniger 120ml;D;WP;15;120ml;2;0,63;0,98;;;;;100ml;0,833
76142;4007547405509;SNT;Orangen Kraftreiniger 0,5l;D;WP;6;0,5l;2;2,06;3,28;;;;;1l;2
76144;4007547405608;SNT;Orangen Kraftreiniger 5l;D;WP;1;5l;2;16,25;25,98;;;;;1l;0,2
76146;4007547405707;SNT;VB Orangen Kraftreiniger 10l;D;WP;1;10l;2;28,75;45,98;;;;;1l;0,1
76148;4007547301504;SNT;Bad-Reiniger 0,5l;D;WP;6;0,5l;2;2,48;3,98;;;;;1l;2
76150;4007547301603;SNT;Bad-Reiniger 1l;D;WP;6;1l;2;3,73;5,98;;;;;;1
76152;4007547301702;SNT;Bad-Reiniger 10l;D;WP;1;10l;2;23,74;37,98;;;;;1l;0,1
76154;4007547303003;SNT;Kalklöser 1l;D;WP;6;1l;2;2,29;3,48;;;;;;1
76156;4007547303904;SNT;VB Kalklöser 10l;D;WP;1;10l;2;18,75;29,98;;;;;1l;0,1
76160;4007547300101;SNT;WC Reiniger 750ml;D;WP;6;0,75l;2;1,96;3,19;;;;;1l;1,333
76162;4007547300200;SNT;VB WC Reiniger 10l;D;WP;1;10l;2;18,75;29,98;;;;;1l;0,1
76166;4007547301009;SNT;Glasreiniger 0,5l;D;WP;6;0,5l;2;2,31;3,68;;;;;1l;2
76168;4007547301108;SNT;Glasreiniger 1l;D;WP;6;1l;2;3,42;5,49;;;;;;1
76170;4007547301207;SNT;Glasreiniger 10l;D;WP;1;10l;2;21,25;33,98;;;;;1l;0,1
76173;4007547400009;SNT;Scheuermilch 0,5l;D;WP;6;0,5l;2;1,88;2,98;;;;;1l;2
76174;4007547401006;SNT;Scheuerpulver 450g;D;WP;6;450g;2;1,88;2,98;;;;;1kg;2,222
76176;4007547401105;SNT;VB Scheuerpulver 1kg;D;WP;4;1kg;2;2,73;4,49;;;;;;1
76180;4007547309302;SNT;VB Schmierseife flüssig 10l;D;WP;1;10l;2;32,5;51,98;;;;;1l;0,1
76182;4007547309401;SNT;Boden-Wischpflege 0,5l;D;WP;6;0,5l;2;4,96;7,98;;;;;1l;2
76184;4007547309500;SNT;VB Boden-Wischpflege 5l;D;WP;1;5l;2;35,55;56,88;;;;;1l;0,2
76188;4007547308701;SNT;VB Bodenr. Konzentrat 10l;D;WP;1;10l;2;30;48;;;;;1l;0,1
76190;4007547303805;SNT;Flächendesinfektion 100ml;D;WP;6;100ml;2;1,86;2,98;;;;;;1
76192;4007547303102;SNT;Flächendesinfektion 0,5l;D;WP;6;0,5l;2;4,06;6,48;;;;;1l;2
76193;4007547209107;SNT;Händedesinfektion 300ml;D;WP;6;300ml;2;3,74;5,98;;;;;1l;3,333
76194;4007547303201;SNT;Flächendesinfektion 1l;D;WP;6;1l;2;5,94;9,48;;;;;;1
76195;4007547209206;SNT;Händedesinfektion 1l;D;WP;6;1l;2;8,74;13,98;;;;;;1
76196;4007547303300;SNT;Flächendesinfektion 10l;D;WP;1;10l;2;46,25;73,98;;;;;1l;0,1
76198;4007547307407;SNT;Geschirrspülmittel 120ml;D;WP;15;120ml;2;0,63;0,98;;;;;100ml;0,833
76200;4007547307308;SNT;Geschirrspülmittel 300ml;D;WP;6;300ml;2;1,25;1,98;;;;;1l;3,333
76202;4007547307001;SNT;Geschirrspülmittel 1l;D;WP;6;1l;2;2,3;3,79;;;;;;1
76204;4007547307605;SNT;Geschirrspülmittel 5l;D;WP;1;5l;2;9,38;14,98;;;;;1l;0,2
76206;4007547307209;SNT;VB Geschirrspülmittel 10l;D;WP;1;10l;2;18,13;28,98;;;;;1l;0,1
76209;4007547300903;SNT;Geschirrspülmittel 20l;D;WP;1;20l;2;34;;;;;;1l;0,05
76212;4007547402003;SNT;Maschinenspülmittel 1kg;D;WP;4;1kg;2;3,74;5,98;;;;;;1
76214;4007547402102;SNT;Maschinenspülmittel 3kg;D;WP;4;3kg;2;8,45;;;;;;1kg;0,333
76216;4007547402201;SNT;Maschinenspülmittel 10kg;D;WP;1;10kg;2;22,49;35,98;;;;;1kg;0,1
76218;4007547402805;SNT;TABS f.d.Geschirrspülmaschine;D;WP;5;25x20g;2;3,54;5,68;;;;;100g;2
76220;4007547403307;SNT;VB TABS f.d.Geschirrspülm.;D;WP;1;800St.;2;71,25;113,98;;;;;1St.;0,001
76222;4007547308107;SNT;Klarspüler 0,5l;D;WP;6;0,5l;2;2,19;3,48;;;;;1l;2
76224;4007547308206;SNT;VB Klarspüler 10l;D;WP;1;10l;2;31,27;49,98;;;;;1l;0,1
76226;4007547403000;SNT;Regeneriersalz 2kg;D;WP;6;2kg;2;1,7;2,79;;;;;1kg;0,5
76228;4007547700000;SNT;Auslaufhahn 5l/10l Kanister;D;;1;St;2;3,19;4,19;;;;;;1
76231;4007547701809;SNT;Auslaufhahn 20l Kanister;D;;1;St;2;3,74;4,68;;;;;;1
76232;4007547700208;SNT;Abfüllpumpe;D;;1;1St.;2;8,15;10,98;;;;;;1
76233;;SNT;Abfüllpumpe 20l-Kanister 100ml;D;;1;1St;2;22,75;27,98;;;;;;1
76235;;SNT;VB Abfüllpumpe 20l-Kanist.30ml;D;;1;1St.;2;9,5;11,98;;;;;;1
76239;4007547605008;SNT;Öko Spülschwamm 2 Stück;D;C%;12;2 St.;2;1,86;2,98;;;;;1 St.;0,5
76240;4007547700604;SNT;VB Adapter;D;;1;1St.;2;0;;;;;;;1
76242;4007547700703;SNT;VB Abtropfrinne aus Edelstahl;D;;1;1St.;2;80,54;;;;;;;1
76244;4007547701007;SNT;Wandhalter aus Edelstahl;D;;1;1St.;2;8,27;10,98;;;;;;1
76250;4007547701205;SNT;VB Wandspender 1l Ellbogenbüg;D;;1;St.;2;52,9;69,9;;;;;;1
76260;4007547207004;SNT;Bio-Seifenblasen 45ml;D;WP;12;45ml;2;1,86;2,98;;;;;100ml;2,222
76263;4007547207301;SNT;Kinder-Schaumseife Calendula;D;NK;7;200ml;2;2,18;3,48;;;;;100ml;0,5
76265;4007547207400;SNT;Kinderschaumseife Cal.Nachfüll;D;NK;6;1l;2;4,36;6,98;;;;;100ml;0,1
76267;;SNT;Bio-Seifenblasen Nachfüllflasc;D;WP;6;500ml;2;5,61;8,98;;;;;1l;0,5
76270;4007547206304;SNT;VB Handseife Calendula 120ml;D;NK;15;120ml;2;0,63;0,99;;;;;100ml;0,833
76272;4007547206403;SNT;Handseife Calendula 300ml;D;NK;6;300ml;2;3,18;4,98;;;;;1l;3,333
76274;4007547206502;SNT;Handseife Calendula 1l;D;NK;6;1l;2;6,38;9,98;;;;;;1
76276;4007547206601;SNT;VB Handseife Calendula 10l;D;NK;1;10l;2;53;84,89;;;;;1l;0,1
76284;4007547300408;SNT;VB WC-Reiniger Minze-Myrthe;D;WP;15;120ml;2;0,63;0,98;;;;;100ml;0,833
76286;4007547300507;SNT;WC-Reiniger Minze-Myrthe;D;WP;6;0,75l;2;1,88;2,98;;;;;1l;0,133
77002;4038507007174;GOV;Ef_VB Gojisaft 250ml;D;C%;6;250ml;2;6,8;10,95;;;;;100ml;0,4
77004;4038507007334;GOV;Ef_VB Kurkuma-Saft;D;C%;6;250ml;2;8,8;14,9;;;;;100ml;0,4
77015;4250396900941;AOR;Bio-Aroniasaft 100% Direktsaft;D;EG;6;0,7l;2;3,53;5,95;;;;;1l;1,428
77021;4250396902570;AOR;Ef_Bio-Aroniasaft 100% 100ml;D;EG;18;100ml;2;1,06;1,79;;;;;;1
77098;4250396904239;AOR;Ef_Aroniaglühwein;D;C%;6;0,75l;2;2,68;4,69;;;;;1l;1,333
77100;4250396900743;AOR;Ef_Bio-Aroniawein;D;C%;6;0,75l;2;3,99;6,95;;;;;1l;1,333
77170;4250396903102;AOR;Ef_7 Leben Granatapfel Direktsaft;D;EG;6;0,7l;2;4,57;7,99;;;;;1l;1,428
